a	b	ida	idb	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	F_diff_a_b	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter
4	14	cay014	CAY008	6569	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000612	0.000553	0.004107	0.000580	0.000548	0.000548	0.000000	0.000548	0.000548	0.002395	-0.001777	-6794.979518	106	-6794.982419	0.002387	2.232269e-02,3.580146e-02,5.238390e-03,3.261656e-06,1.511394e-01,2.037957e-01,6.265239e-02,1.502798e-01,3.687669e-01	0.449193	0.330164	0.022188	-7436.541965	210
5	6	cay015	cay016	1304	0.590211	0.000680	0.000000	0.038709	0.130344	0.240049	0.000000	0.000006	0.000001	0.098098	0.240056	0.169060	0.065342	0.000001	0.065172	0.000006	0.000001	0.000007	0.270070	0.100670	-1333.475231	174	-1	0.000474	1.716607e-02,3.316771e-02,7.907985e-02,9.086345e-02,3.024405e-02,9.845150e-02,5.446023e-21,2.190160e-01,4.320114e-01	2.614725	0.058097	-0.254819	-1450.998865	551
5	7	cay015	cay018	1091	0.536195	0.000000	0.000000	0.187061	0.000000	0.008025	0.000000	0.268715	0.000004	0.000004	0.276745	0.455780	0.000004	0.000004	0.000004	0.268715	0.000004	0.268719	0.366262	-0.089518	-1083.432943	198	-1	0.000396	7.054194e-02,3.965177e-08,2.759112e-02,4.066210e-08,1.265224e-07,2.526920e-01,7.967224e-02,1.909409e-01,3.785616e-01	847781.671759	0.000000	-0.483567	-1189.678949	142
5	8	cay015	cay020	1074	0.313939	0.003432	0.000103	0.260838	0.000109	0.043373	0.004194	0.361328	0.012683	0.017729	0.421578	0.634958	0.015744	0.014780	0.012737	0.361432	0.012683	0.374114	0.532239	-0.108732	-1092.326966	138	-1	0.000390	7.606912e-02,1.089143e-09,9.057701e-02,4.943960e-04,3.205961e-07,1.456956e-01,1.122063e-01,9.968007e-02,4.752772e-01	632519.378888	0.000001	-1.649510	-1179.642608	2327
5	9	cay015	cay022	1137	0.760126	0.000933	0.074029	0.164911	0.000001	0.000000	0.000000	0.000000	0.000000	0.074496	0.000000	0.164912	0.037248	0.000000	0.000000	0.074029	0.000000	0.074029	0.156952	-0.082456	-1128.865996	94	-1	0.000413	1.306216e-02,2.183469e-10,1.249040e-11,1.649029e-02,2.298961e-01,1.953447e-01,8.868107e-02,2.836168e-04,4.562421e-01	0.385744	0.764283	0.078186	-1240.134283	242
5	10	cay015	cay027	521	0.814770	0.000031	0.185198	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.185213	0.000001	0.000000	0.092607	0.000000	0.000000	0.185198	0.000000	0.185198	0.185214	0.000000	-524.776973	82	-1	0.000189	6.898665e-08,2.698754e-10,6.400896e-02,3.138498e-10,3.195763e-01,1.709749e-07,1.815182e-04,1.436228e-01,4.726102e-01	0.200861	1.537804	0.244253	-564.111540	158
5	11	cay015	cay033	702	0.887461	0.000055	0.112477	0.000000	0.000000	0.000000	0.000000	0.000000	0.000006	0.112511	0.000006	0.000006	0.056259	0.000006	0.000006	0.112477	0.000006	0.112484	0.112511	0.000000	-721.434230	109	-1	0.000255	1.918621e-14,5.252115e-12,1.156191e-04,9.861539e-15,3.039381e-01,1.361294e-01,6.284227e-15,1.816717e-01,3.781452e-01	0.000380	0.956031	0.328092	-767.924597	278
5	12	cay015	cay1820	2127	0.319338	0.006676	0.000533	0.317498	0.000001	0.186187	0.008337	0.161414	0.000016	0.010140	0.355954	0.478929	0.006120	0.004185	0.000016	0.161947	0.000016	0.161963	0.425481	-0.065656	-2148.602413	7774	-1	0.000773	5.768712e-02,3.314323e-02,5.213398e-02,1.463442e-05,4.226453e-04,1.777643e-01,1.004343e-01,1.383061e-01,4.400936e-01	360.984253	0.000842	-0.870428	-2339.065360	306
5	13	cay015	CAY004	2425	0.590736	0.322464	0.086144	0.000630	0.000000	0.000000	0.000000	0.000000	0.000025	0.247402	0.000025	0.000655	0.123713	0.000025	0.000025	0.086144	0.000025	0.086169	0.247717	-0.000315	-2470.629322	146	-1	0.000881	7.901940e-04,2.334422e-06,2.046761e-06,7.075232e-02,2.406624e-01,1.887582e-01,4.761713e-08,8.597580e-02,4.130567e-01	0.000009	0.696581	0.291067	-2679.475816	234
5	14	cay015	CAY008	2432	0.931788	0.000000	0.000000	0.002707	0.000000	0.061210	0.000000	0.000011	0.004283	0.004283	0.065504	0.007002	0.004283	0.004283	0.004283	0.000011	0.004283	0.004294	0.036253	0.029251	-2528.624715	138	-1	0.000884	1.224199e-02,5.980739e-02,3.403231e-03,7.279238e-02,6.047479e-04,2.428811e-01,1.328912e-13,2.880687e-01,3.202004e-01	5.627520	0.000907	-0.009329	-2738.441679	598
6	7	cay016	cay018	2879	0.953877	0.044502	0.000476	0.000000	0.000000	0.000675	0.000449	0.000000	0.000022	0.023085	0.001145	0.000022	0.011609	0.000246	0.000022	0.000476	0.000022	0.000497	0.023535	0.000337	-2939.832803	114	-1	0.001046	9.091954e-04,5.119430e-02,2.251962e-05,1.084147e-05,2.302488e-01,1.436524e-01,4.765796e-02,1.403913e-01,3.859127e-01	0.207082	0.601283	0.169511	-3241.246501	182
6	8	cay016	cay020	2525	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.000004	0.004312	0.000004	0.000004	0.000004	0.000000	0.000004	0.000004	0.002158	-0.002154	-2585.107751	202	-2585.109277	0.000918	9.504247e-07,8.354013e-08,6.873329e-02,7.679341e-02,1.166323e-01,1.651363e-01,1.009709e-06,1.947413e-01,3.779614e-01	0.589325	0.230770	-0.031102	-2796.352315	234
6	9	cay016	cay022	2914	0.614091	0.000000	0.000000	0.377531	0.000000	0.006360	0.000000	0.002013	0.000005	0.000005	0.008378	0.379550	0.000005	0.000005	0.000005	0.002013	0.000005	0.002018	0.193964	-0.185586	-3016.505262	194	-1	0.001059	9.080533e-03,5.958325e-02,2.810177e-04,7.148614e-02,6.284784e-06,2.786694e-01,7.072128e-02,1.454255e-01,3.647466e-01	11297.493056	0.000010	-0.255771	-3286.360558	3294
6	10	cay016	cay027	1482	0.758763	0.000000	0.000000	0.206093	0.000000	0.030431	0.000000	0.004710	0.000002	0.000002	0.035144	0.210805	0.000002	0.000002	0.000002	0.004710	0.000002	0.004712	0.122975	-0.087831	-1513.351316	194	-1	0.000539	3.025830e-02,2.689142e-06,8.027651e-02,9.308268e-02,3.659423e-05,2.205282e-01,3.344716e-07,2.070022e-01,3.688124e-01	2193.702364	0.000061	-0.308278	-1657.958855	126
6	11	cay016	cay033	1603	0.746092	0.000087	0.000000	0.000180	0.000000	0.252376	0.000006	0.000075	0.001184	0.001232	0.253640	0.001439	0.001208	0.001187	0.001184	0.000075	0.001184	0.001258	0.127586	0.126098	-1621.383618	82	-1	0.000582	6.028415e-02,1.070157e-27,6.906997e-02,2.287852e-02,2.049614e-02,1.770419e-01,1.238030e-29,3.043744e-01,3.458550e-01	3.369902	0.035747	-0.215747	-1779.300887	1326
6	12	cay016	cay1820	5321	0.931005	0.000001	0.000000	0.065740	0.000000	0.001765	0.000000	0.001305	0.000184	0.000185	0.003254	0.067229	0.000184	0.000184	0.000184	0.001305	0.000184	0.001489	0.035242	-0.031987	-5476.930757	106	-1	0.001934	1.585491e-02,2.631257e-04,5.260532e-02,3.756021e-02,1.678392e-01,1.449324e-01,3.083272e-02,1.572787e-01,3.928335e-01	0.497131	0.396340	0.001425	-5987.695419	443
6	13	cay016	CAY004	6135	0.904906	0.005192	0.089901	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.092498	0.000000	0.000000	0.046249	0.000000	0.000000	0.089901	0.000000	0.089901	0.092498	-0.000000	-6416.905181	274	-1	0.002229	3.228530e-02,3.788393e-05,3.656059e-03,1.656537e-04,2.289480e-01,1.959518e-01,3.459535e-02,1.462808e-01,3.580790e-01	0.167075	0.601407	0.190477	-6970.803935	315
6	14	cay016	CAY008	6414	0.961753	0.000319	0.000000	0.035121	0.000496	0.000000	0.000000	0.000000	0.002311	0.002843	0.002311	0.037928	0.002639	0.002311	0.002559	0.000000	0.002311	0.002311	0.020527	-0.017560	-6740.302074	114	-1	0.002331	4.148721e-03,3.827275e-02,5.812237e-09,6.563103e-02,9.031351e-02,2.640511e-01,1.513518e-02,2.010024e-01,3.214453e-01	0.167585	0.154622	0.080102	-7302.609332	9702
7	8	cay018	cay020	2234	0.168318	0.000437	0.642919	0.000077	0.000013	0.000091	0.103390	0.000000	0.084756	0.805445	0.188237	0.084845	0.458026	0.136451	0.084762	0.642919	0.084756	0.727675	0.831380	0.000007	-2061.084177	114	-1	0.000812	7.970949e-02,7.091744e-03,3.594228e-29,3.602185e-30,2.341527e-01,4.313963e-02,2.444595e-32,7.433119e-02,5.615752e-01	0.000000	1.879800	0.394949	-2181.749111	779
7	9	cay018	cay022	2535	0.681916	0.000000	0.000000	0.000821	0.000000	0.184940	0.016330	0.115653	0.000341	0.012589	0.317264	0.116814	0.008506	0.008506	0.000341	0.115653	0.000341	0.115993	0.225204	0.092060	-2587.503681	394	-1	0.000921	2.809690e-02,4.910878e-02,4.314953e-02,1.714851e-04,9.798337e-02,1.372333e-01,8.373824e-02,1.311549e-01,4.293635e-01	1.294993	0.220407	-0.303313	-2828.574915	302
7	10	cay018	cay027	1255	0.358667	0.060810	0.042696	0.537563	0.000000	0.000248	0.000000	0.000016	0.000000	0.073101	0.000264	0.537580	0.036551	0.000000	0.000000	0.042712	0.000000	0.042712	0.342023	-0.268658	-1332.064294	110	-1	0.000456	2.786520e-05,9.071272e-02,3.084289e-05,9.372711e-02,4.185646e-04,2.476116e-01,1.214945e-01,9.103800e-10,4.459767e-01	290.338398	0.000756	-0.560496	-1444.807513	378
7	11	cay018	cay033	1440	0.801766	0.000000	0.000000	0.002981	0.000000	0.191881	0.000000	0.003365	0.000007	0.000007	0.195253	0.006353	0.000007	0.000007	0.000007	0.003365	0.000007	0.003371	0.100803	0.094450	-1475.955709	238	-1	0.000523	6.238753e-07,1.575780e-01,6.363038e-09,7.897386e-12,4.239959e-05,2.132787e-01,1.546514e-01,2.254104e-04,4.742235e-01	3647.473812	0.000081	-0.833211	-1612.661708	2890
7	12	cay018	cay1820	86160	0.000000	0.000001	0.039103	0.000000	0.000001	0.000000	0.000007	0.000000	0.960887	0.999997	0.960895	0.960889	0.980443	0.960891	0.960888	0.039104	0.960887	0.999991	1.000000	-0.000000	-47338.031912	58	-1	0.031308	2.441084e-01,7.582643e-08,8.652910e-49,4.153205e-09,1.343543e-02,5.971603e-07,5.970312e-39,1.442955e-06,7.424540e-01	0.000000	6337.181660	0.499961	-51640.090983	30
7	13	cay018	CAY004	5184	0.822623	0.000000	0.000000	0.020747	0.000000	0.152826	0.000000	0.003803	0.000002	0.000002	0.156630	0.024552	0.000002	0.000002	0.000002	0.003803	0.000002	0.003805	0.090591	0.066039	-5289.927467	206	-1	0.001884	7.889276e-03,9.766330e-02,3.356590e-04,2.669260e-02,1.466101e-03,2.565419e-01,4.993911e-02,2.097627e-01,3.497094e-01	34.291488	0.002287	-0.166922	-5805.511905	634
7	14	cay018	CAY008	5484	0.601444	0.000000	0.000000	0.000853	0.000000	0.250069	0.000000	0.147625	0.000010	0.000010	0.397704	0.148488	0.000010	0.000010	0.000010	0.147625	0.000010	0.147635	0.273096	0.124608	-5722.816762	370	-1	0.001993	3.809842e-02,2.064261e-02,9.235572e-02,9.472409e-10,1.056077e-01,9.229982e-02,7.076542e-02,1.559544e-01,4.242759e-01	1.544595	0.244452	-0.459548	-6231.708637	226
8	9	cay020	cay022	2212	0.987959	0.000114	0.004103	0.000000	0.000000	0.007793	0.000000	0.000000	0.000031	0.004191	0.007825	0.000032	0.002111	0.000031	0.000031	0.004103	0.000031	0.004135	0.008088	0.003897	-2267.799550	194	-1	0.000804	9.712213e-16,3.000230e-02,6.608210e-02,3.721008e-13,2.624037e-01,3.021162e-02,1.049365e-01,7.065957e-05,5.062931e-01	0.651738	1.134458	-0.136104	-2478.784187	490
8	10	cay020	cay027	1172	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004	0.001572	0.000004	0.000004	0.000004	0.000004	0.000000	0.000004	0.000004	0.000788	0.000784	-1157.811837	190	-1157.812550	0.000426	2.713618e-10,3.163596e-02,4.443624e-02,4.963240e-07,1.979889e-01,1.140115e-01,5.728356e-03,2.126331e-01,3.935655e-01	0.253371	0.484737	0.129478	-1273.109705	246
8	11	cay020	cay033	1243	0.469086	0.000000	0.000000	0.001970	0.000000	0.466514	0.000000	0.062394	0.000035	0.000035	0.528943	0.064400	0.000035	0.000035	0.000035	0.062394	0.000035	0.062429	0.296671	0.232272	-1311.878977	262	-1	0.000452	5.180786e-02,6.292709e-05,1.295489e-01,6.722061e-02,7.916488e-04,9.184509e-02,1.101349e-04,2.775775e-01,3.810354e-01	163.783475	0.001398	-0.589853	-1430.565816	286
8	12	cay020	cay1820	76452	0.000000	0.000000	0.040964	0.000000	0.000000	0.000000	0.000000	0.000000	0.959035	1.000000	0.959035	0.959035	0.979518	0.959035	0.959035	0.040964	0.959035	1.000000	1.000000	0.000000	-42281.912007	90	-1	0.027781	2.432086e-01,2.553607e-06,6.391264e-36,2.844714e-08,1.411994e-02,7.722425e-08,2.333957e-30,1.386188e-06,7.426674e-01	0.000000	3490.311348	0.499928	-46008.995773	30
8	13	cay020	CAY004	4659	0.873371	0.000000	0.000000	0.000065	0.000000	0.126562	0.000000	0.000000	0.000001	0.000001	0.126564	0.000067	0.000001	0.000001	0.000001	0.000000	0.000001	0.000001	0.063315	0.063248	-4817.392309	222	-1	0.001693	1.666105e-05,6.700972e-03,7.547200e-02,8.046523e-03,2.562977e-01,6.338941e-02,5.327887e-02,1.013562e-01,4.354417e-01	0.502349	0.831477	-0.001740	-5247.808659	482
8	14	cay020	CAY008	4906	0.675493	0.000000	0.000000	0.000435	0.000000	0.323308	0.000000	0.000757	0.000008	0.000008	0.324072	0.001199	0.000008	0.000008	0.000008	0.000757	0.000008	0.000764	0.162636	0.161437	-5060.820811	110	-1	0.001783	2.636523e-02,1.577070e-02,8.518418e-02,3.361680e-03,1.349100e-01,8.004537e-02,4.069487e-02,2.004962e-01,4.131718e-01	0.933060	0.317023	-0.205179	-5500.539720	1182
9	10	cay022	cay027	1281	0.853718	0.000001	0.000000	0.000183	0.036938	0.108477	0.000000	0.000684	0.000000	0.027704	0.109161	0.037805	0.018469	0.000000	0.018469	0.000684	0.000000	0.000684	0.091952	0.054147	-1353.460108	122	-1	0.000465	9.460533e-03,2.225679e-08,1.130008e-01,5.278329e-02,1.943784e-01,1.599384e-02,1.999950e-04,1.959994e-01,4.181838e-01	0.582373	0.514259	-0.049000	-1472.334723	186
9	11	cay022	cay033	1421	0.893958	0.000000	0.000000	0.000000	0.000000	0.106039	0.000000	0.000000	0.000002	0.000002	0.106042	0.000003	0.000002	0.000002	0.000002	0.000000	0.000002	0.000002	0.053022	0.053020	-1529.049511	254	-1	0.000516	7.043364e-16,1.349240e-02,1.031826e-01,6.840785e-13,2.801674e-01,2.303852e-02,7.563621e-02,1.024359e-01,4.020469e-01	0.638257	0.881624	-0.110782	-1669.250687	278
9	12	cay022	cay1820	4685	0.954914	0.000353	0.002412	0.001419	0.006250	0.004149	0.000000	0.030503	0.000000	0.007276	0.034651	0.038172	0.004419	0.000000	0.003125	0.032914	0.000000	0.032914	0.042125	0.001365	-4813.620933	142	-1	0.001702	9.640649e-03,2.521482e-04,9.637054e-02,1.872592e-02,2.377489e-01,3.315470e-02,3.996094e-02,1.060839e-01,4.580622e-01	0.573426	0.807165	-0.055094	-5259.878338	494
9	13	cay022	CAY004	5494	0.774649	0.000000	0.000000	0.025436	0.000000	0.153560	0.000000	0.046327	0.000028	0.000028	0.199916	0.071791	0.000028	0.000028	0.000028	0.046327	0.000028	0.046355	0.135853	0.064062	-5746.834820	110	-1	0.001996	2.188677e-02,6.620048e-04,9.690718e-02,7.788934e-04,2.360631e-01,2.953166e-02,7.495608e-02,7.564102e-02,4.635733e-01	0.728040	0.847694	-0.186031	-6279.195595	787
9	14	cay022	CAY008	5642	0.930471	0.000000	0.000000	0.069528	0.000000	0.000000	0.000000	0.000000	0.000002	0.000002	0.000002	0.069529	0.000002	0.000002	0.000002	0.000000	0.000002	0.000002	0.034765	-0.034764	-5841.151394	174	-1	0.002050	4.127155e-03,9.309967e-06,7.153761e-03,4.150828e-02,1.855356e-01,2.494818e-01,4.948909e-02,1.141797e-01,3.485153e-01	0.305294	0.401747	0.093076	-6370.751099	242
10	11	cay027	cay033	780	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000033	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000017	0.000016	-808.361523	86	-808.361643	0.000283	3.725820e-06,1.203964e-06,3.121648e-02,3.463306e-07,3.150672e-01,1.243123e-01,1.475232e-08,1.961825e-01,3.332163e-01	0.099079	0.895808	0.265754	-891.056025	107
10	12	cay027	cay1820	2377	0.777679	0.022718	0.007187	0.093561	0.000000	0.076122	0.000000	0.022718	0.000014	0.018560	0.098854	0.116294	0.009287	0.000014	0.000014	0.029905	0.000014	0.029920	0.126120	-0.008720	-2466.005383	106	-1	0.000864	6.370277e-09,2.470621e-02,8.934550e-02,4.852396e-02,1.754407e-01,4.329894e-02,5.795890e-02,8.591443e-02,4.748114e-01	0.839625	0.501620	-0.215367	-2690.194281	578
10	13	cay027	CAY004	2698	0.848897	0.000000	0.000000	0.149287	0.000000	0.001803	0.000000	0.000002	0.000012	0.000012	0.001816	0.149300	0.000012	0.000012	0.000012	0.000002	0.000012	0.000014	0.075558	-0.073742	-2774.807283	202	-1	0.000980	1.472105e-02,2.247401e-04,7.112069e-02,5.432490e-02,1.194818e-01,1.299340e-01,2.910043e-02,1.734588e-01,4.076336e-01	0.838798	0.260784	-0.135633	-3008.944966	339
10	14	cay027	CAY008	2738	0.847689	0.000000	0.000000	0.152272	0.000000	0.000000	0.000000	0.000020	0.000019	0.000019	0.000039	0.152311	0.000019	0.000019	0.000019	0.000020	0.000019	0.000039	0.076175	-0.076136	-2859.310481	206	-1	0.000995	4.308512e-02,1.391100e-03,3.920815e-07,1.521996e-09,1.546131e-01,2.701801e-01,6.871770e-02,1.186579e-01,3.433545e-01	0.444452	0.336886	0.024558	-3125.763650	262
11	12	cay033	cay1820	2631	0.695193	0.000000	0.000000	0.290429	0.000000	0.006878	0.000000	0.007488	0.000012	0.000012	0.014379	0.297929	0.000012	0.000012	0.000012	0.007488	0.000012	0.007500	0.156154	-0.141775	-2744.176853	230	-1	0.000956	3.799982e-07,2.239029e-06,1.005665e-01,1.263034e-01,7.652524e-02,8.540732e-02,1.312365e-02,1.716288e-01,4.264425e-01	1.485656	0.153964	-0.281240	-2997.886386	286
11	13	cay033	CAY004	3073	0.498293	0.030980	0.321419	0.007304	0.000002	0.003039	0.036506	0.062371	0.040087	0.404376	0.142002	0.109763	0.226795	0.058340	0.040088	0.383789	0.040087	0.423876	0.481045	-0.002132	-3098.088381	638	-1	0.001117	5.360668e-02,4.350124e-04,6.112350e-02,3.139978e-02,2.063256e-01,3.404016e-02,1.225496e-02,1.028112e-01,4.980031e-01	0.355644	0.852357	0.102468	-3371.705896	6810
11	14	cay033	CAY008	3143	0.828640	0.000000	0.000000	0.157714	0.000000	0.001728	0.000000	0.011916	0.000002	0.000002	0.013646	0.169631	0.000002	0.000002	0.000002	0.011916	0.000002	0.011918	0.091639	-0.077993	-3284.112564	266	-1	0.001142	1.480001e-08,1.475361e-05,8.704631e-02,2.563319e-02,2.621168e-01,6.025312e-02,7.912411e-02,2.511332e-02,4.606984e-01	0.633956	0.945639	-0.110546	-3596.386776	354
12	13	cay1820	CAY004	9685	0.959794	0.000000	0.000000	0.000891	0.000000	0.037193	0.000000	0.002120	0.000002	0.000002	0.039316	0.003013	0.000002	0.000002	0.000002	0.002120	0.000002	0.002122	0.021164	0.018151	-9983.761970	182	-1	0.003519	1.482225e-02,1.675023e-02,4.833676e-02,7.590311e-04,1.887952e-01,1.445382e-01,5.999872e-02,1.246125e-01,4.013871e-01	0.573825	0.477968	-0.041966	-10921.184831	666
12	14	cay1820	CAY008	10224	0.970713	0.000000	0.000000	0.011606	0.000000	0.009358	0.000000	0.008320	0.000003	0.000003	0.017681	0.019929	0.000003	0.000003	0.000003	0.008320	0.000003	0.008323	0.018805	-0.001124	-10643.747748	214	-1	0.003715	1.839627e-02,4.392030e-05,6.286561e-02,2.604438e-02,1.641150e-01,1.336326e-01,4.159489e-02,1.606664e-01,3.926411e-01	0.636508	0.386291	-0.069079	-11577.750296	254
13	14	CAY004	CAY008	11668	0.882197	0.000000	0.000000	0.116503	0.000000	0.001296	0.000000	0.000000	0.000004	0.000004	0.001300	0.116507	0.000004	0.000004	0.000004	0.000000	0.000004	0.000004	0.058903	-0.057604	-12007.285892	170	-1	0.004240	5.611967e-05,4.080758e-02,2.485093e-02,6.598642e-02,8.385608e-02,2.060687e-01,3.023213e-02,1.712864e-01,3.768557e-01	0.656876	0.155510	-0.040361	-13150.866726	590
