a	b	ida	idb	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	F_diff_a_b	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter
6	7	cay014	cay015	58	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.988888	0.000000	0.000000	0.000000	0.988888	0.000000	0.988888	0.994444	0.005556	-50.191432	2599	-50.191475	0.000770	1.714592e-02,3.898337e-05,1.378337e-01,3.286930e-05,6.821440e-08,4.918242e-08,2.067937e-01,6.887742e-05,6.380858e-01	5052121.450404	0.000000	-4891.256315	-55.424265	679
6	8	cay014	cay016	99	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000005	0.000008	0.993497	0.000005	0.000005	0.000005	0.000000	0.000005	0.000005	0.496753	-0.496745	-96.887315	198	-96.887362	0.001314	9.034574e-02,5.120336e-45,1.245083e-41,1.050791e-03,4.704680e-05,3.365845e-01,1.393468e-01,2.897581e-03,4.297276e-01	2961.874967	0.000098	-0.818040	-109.036410	1142
6	9	cay014	cay022	91	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000157	0.000002	0.000002	0.000079	0.000002	0.000002	0.000004	0.000002	0.000006	0.000157	-0.000000	-86.466254	74	-86.466314	0.001207	2.162997e-11,3.882347e-09,5.108778e-10,1.630974e-06,3.513800e-01,6.345799e-02,1.997256e-06,1.899942e-01,3.951642e-01	0.000006	1.386356	0.367466	-97.243250	106
6	10	cay014	cay027	64	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.990316	0.000001	0.000001	0.000001	0.000000	0.000001	0.000001	0.495158	-0.495158	-71.675928	1194	-71.675974	0.000849	1.428249e-04,8.142347e-52,6.792725e-77,1.871044e-01,7.091497e-05,4.296662e-01,4.679626e-02,4.115561e-04,3.358079e-01	659.892466	0.000107	-0.151495	-73.767205	1326
6	11	cay014	cay033	29	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000009	0.997412	0.994125	0.000009	0.000009	0.000009	0.991549	0.000009	0.991558	0.995769	0.001644	-35.315831	770	-35.315854	0.000385	9.447218e-02,1.414539e-02,2.292951e-01,2.463859e-03,2.520690e-03,8.721558e-03,1.441921e-01,5.262216e-02,4.515670e-01	148.168620	0.005584	-8.969932	-35.729309	10000
6	12	cay014	cay1820	183	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.999675	0.000006	0.000000	0.000000	0.000000	0.000006	0.000000	0.000006	0.499841	0.499835	-159.960812	162	-159.960931	0.002428	2.180760e-02,1.823297e-10,1.473643e-01,2.542836e-19,4.847817e-10,1.943180e-04,9.205681e-23,2.922317e-01,5.384020e-01	303980772.802308	0.000000	-1.007874	-165.747629	2191
7	8	cay015	cay016	41	0.000000	0.000000	0.000003	0.000000	0.000000	0.670800	0.329196	0.000000	0.000000	0.246900	0.999997	0.000000	0.164600	0.164598	0.000000	0.000003	0.000000	0.000003	0.664599	0.335400	-52.592468	398	-1	0.000544	3.724441e-05,3.901461e-01,1.482197e-323,4.959093e-05,2.577243e-117,2.345259e-298,1.935956e-01,2.968396e-03,4.132031e-01	75117315104887024265231466863132978485048001739155971396811595137417515226922047847438677319831638992463152147333120.000000	0.000000	-0.984808	-53.478513	9718
7	9	cay015	cay022	25	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.989294	1.000000	0.000000	0.000000	0.000000	0.989294	0.000000	0.989294	0.994647	-0.005353	-23.463002	1886	-23.463019	0.000332	3.940647e-02,5.812565e-04,1.577649e-01,4.940570e-04,2.880333e-75,3.761198e-03,1.997290e-01,4.494269e-145,5.982631e-01	124115466557080587574468464964775108501733020653606768797938689317963563008.000000	0.000000	-147.831299	-26.249424	8634
7	10	cay015	cay027	20	0.000000	0.000002	0.000000	0.000007	0.000000	0.000006	0.000011	0.772688	0.227285	0.227295	0.999990	0.999981	0.227292	0.227291	0.227285	0.772688	0.227285	0.999974	0.999992	-0.000001	-14.889992	686	-1	0.000265	4.849585e-02,1.927356e-03,9.891512e-02,1.041092e-03,5.233496e-13,2.008185e-07,9.935828e-02,1.609006e-07,7.502619e-01	378854568539.967957	0.000000	-133.570943	-16.513389	622
7	11	cay015	cay033	14	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.999998	0.000000	0.000000	0.000000	0.999998	0.000000	0.999998	0.999999	0.000001	-15.103135	306	-15.103135	0.000186	6.856447e-02,9.680844e-04,1.423120e-01,4.646070e-03,5.424383e-39,4.954995e-52,2.833831e-01,3.776855e-48,5.001263e-01	78478072244136420373371615015310721024.000000	0.000000	-151.650650	-16.388561	2596
7	12	cay015	cay1820	77	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000002	0.999927	0.999988	0.000002	0.000002	0.000002	0.999913	0.000002	0.999915	0.999957	-0.000031	-73.695739	126	-73.695800	0.001022	1.093241e-03,5.477313e-02,2.453254e-01,2.083293e-02,7.433511e-07,1.745120e-08,8.040623e-02,1.814913e-06,5.975665e-01	438193.439931	0.000002	-8.616158	-77.473760	618
8	9	cay016	cay022	86	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.999761	0.999205	0.000000	0.000000	0.000000	0.998965	0.000000	0.998965	0.999483	0.000278	-93.379325	822	-93.379390	0.001141	1.175765e-03,7.628706e-03,1.821949e-01,1.310492e-02,1.914865e-08,1.127660e-08,2.491949e-01,3.090858e-07,5.467005e-01	22528462.570147	0.000000	-41.611859	-89.713868	1762
8	10	cay016	cay027	40	0.000000	0.000000	0.000000	0.000003	0.000000	0.000001	0.000002	0.756330	0.243664	0.243665	0.999997	0.999997	0.243664	0.243664	0.243664	0.756331	0.243664	0.999994	0.999998	-0.000001	-43.524182	2330	-1	0.000531	1.227473e-01,3.716292e-03,1.480558e-01,7.790700e-04,3.770153e-21,1.775040e-17,1.245146e-01,1.588273e-23,6.001869e-01	72296902489861963776.000000	0.000000	-121.267366	-44.421119	3619
8	11	cay016	cay033	20	0.000000	0.000000	0.000000	0.003842	0.004850	0.000000	0.000000	0.958166	0.033142	0.036780	0.991308	1.000000	0.035567	0.033142	0.035567	0.958166	0.033142	0.991308	0.998079	-0.001921	-15.928665	2574	-1	0.000265	0.000000e+00,1.229096e-08,9.855355e-02,2.443556e-08,4.009575e-07,2.663720e-03,1.498781e-01,3.330500e-46,7.489042e-01	619595.863949	0.000002	-186.470997	-14.604528	1046
8	12	cay016	cay1820	135	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000002	0.999889	0.999994	0.000002	0.000002	0.000002	0.999881	0.000002	0.999883	0.999941	-0.000053	-146.516781	174	-146.516889	0.001791	4.991769e-02,2.390143e-03,1.913626e-01,1.351033e-03,1.276313e-16,4.001329e-08,2.289264e-01,3.193943e-07,5.260518e-01	3292991745878400.500000	0.000000	-224.661284	-154.723721	554
9	10	cay022	cay027	35	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000030	0.999542	0.991646	0.000030	0.000030	0.000030	0.991176	0.000030	0.991206	0.995594	0.003948	-36.388330	362	-36.388357	0.000464	8.551865e-02,2.883511e-04,1.705272e-01,7.502270e-05,3.095525e-06,1.383525e-03,1.421207e-01,1.220938e-03,5.988625e-01	100999.979653	0.000010	-210.251185	-38.394684	619
9	11	cay022	cay033	28	0.000000	0.000000	0.000000	0.000000	0.000000	0.007585	0.007143	0.734633	0.250639	0.255996	1.000000	0.985272	0.254210	0.254210	0.250639	0.734633	0.250639	0.985272	0.996207	0.003793	-23.647907	1462	-1	0.000372	1.067081e-01,1.454018e-04,1.426770e-01,6.895656e-04,1.980632e-35,2.535199e-38,7.085286e-02,2.793586e-04,6.786477e-01	10780895436934328021985984834961408.000000	0.000000	-383.244805	-27.118953	1075
9	12	cay022	cay1820	151	0.000000	0.000000	0.000000	0.001219	0.000174	0.000000	0.000000	0.980162	0.018444	0.018575	0.998606	1.000000	0.018532	0.018444	0.018532	0.980162	0.018444	0.998606	0.999390	-0.000610	-147.739711	266	-1	0.002004	7.704982e-02,3.553987e-03,1.504639e-01,1.225987e-03,3.971209e-46,1.985104e-14,1.582578e-01,1.757128e-54,6.094486e-01	777399674083621712124635447619740712635990016.000000	0.000000	-129.172951	-163.336988	7446
10	11	cay027	cay033	11	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.999998	1.000000	0.000000	0.000000	0.000000	0.999998	0.000000	0.999998	0.999999	-0.000001	-14.075002	86	-14.075003	0.000146	0.000000e+00,3.796503e-42,9.082991e-02,3.657066e-41,2.300811e-22,5.476126e-06,4.545230e-01,7.951569e-06,4.546337e-01	2370263302584481611776.000000	0.000000	-81228.071346	-10.279527	178
10	12	cay027	cay1820	83	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000003	0.999949	0.000002	0.000001	0.000000	0.000000	0.000004	0.000000	0.000004	0.499978	0.499973	-79.661834	114	-79.661862	0.001101	3.459733e-02,2.970861e-03,1.912327e-01,6.581254e-84,2.782701e-05,1.289133e-72,2.910819e-63,3.051438e-01,4.660275e-01	6872.197143	0.000056	-1.240994	-84.804858	1855
11	12	cay033	cay1820	49	0.000000	0.000000	0.017426	0.000000	0.000000	0.904313	0.078261	0.000000	0.000000	0.076122	0.982574	0.000000	0.047844	0.039131	0.000000	0.017426	0.000000	0.017426	0.547844	0.452156	-47.832132	10000	-1	0.000650	1.139495e-07,1.631502e-01,1.224566e-01,1.121963e-11,3.442414e-05,1.355293e-05,8.150852e-02,6.589198e-07,6.328359e-01	5925.061043	0.000094	-2.498852	-49.418403	106
